Start fixation (ms)	Stop fixation (ms)	X fixation (px)	Y fixation (px)	Number Gaze Point in Fixation	Observer
5366.67	5466.67	1492.00	1330.00	4	37
5600.00	5766.67	1896.00	1368.00	5	37
5966.67	6700.00	2100.00	1132.00	23	37
6766.67	7033.33	1332.00	1400.00	9	37
7100.00	7300.00	1976.00	1201.00	6	37
7500.00	7666.67	2213.00	1046.00	5	37
7766.67	7966.67	2210.00	1036.00	7	37
8000.00	8266.67	2160.00	1103.00	8	37
8333.33	8566.67	1418.00	1412.00	8	37
8666.67	8766.67	1567.00	1204.00	4	37
8800.00	8966.67	1555.00	1243.00	6	37
9066.67	9666.67	2145.00	1076.00	18	37
9766.67	10000.00	2022.00	1078.00	8	37
10066.67	10466.67	2279.00	1042.00	13	37
10566.67	10833.33	1899.00	1183.00	9	37
10900.00	11300.00	1960.00	1412.00	13	37
0.00	466.67	1895.00	1266.00	14	38
533.33	1366.67	1615.00	988.00	25	38
1666.67	1833.33	1736.00	1055.00	6	38
1966.67	2166.67	959.00	1033.00	7	38
2200.00	2300.00	878.00	1116.00	4	38
2933.33	3133.33	2124.00	1034.00	7	38
3200.00	3633.33	2287.00	903.00	12	38
3900.00	4200.00	1697.00	1085.00	10	38
4366.67	4500.00	2145.00	1031.00	5	38
4633.33	4966.67	2261.00	1055.00	11	38
5033.33	5433.33	2329.00	806.00	13	38
5500.00	6200.00	2121.00	1056.00	22	38
6233.33	6366.67	2068.00	1132.00	5	38
6600.00	7033.33	2335.00	895.00	14	38
7100.00	7666.67	1548.00	1020.00	18	38
7700.00	7833.33	1504.00	1078.00	5	38
7933.33	8566.67	1744.00	926.00	20	38
8600.00	9266.67	2337.00	920.00	21	38
9300.00	9466.67	2563.00	955.00	6	38
9600.00	9700.00	2314.00	962.00	4	38
9733.33	9900.00	2238.00	1029.00	6	38
9933.33	10100.00	2217.00	908.00	6	38
10333.33	10800.00	2162.00	999.00	15	38
10833.33	11400.00	2195.00	930.00	18	38
-66.67	166.67	1465.00	987.00	8	39
200.00	333.33	1600.00	1310.00	5	39
400.00	533.33	2266.00	748.00	5	39
600.00	1066.67	2462.00	262.00	15	39
1100.00	1400.00	2485.00	157.00	10	39
1433.33	1866.67	2375.00	233.00	14	39
1933.33	2066.67	1895.00	672.00	5	39
2233.33	2500.00	1375.00	721.00	9	39
2566.67	2800.00	1280.00	417.00	8	39
2866.67	3033.33	2283.00	255.00	6	39
3066.67	3333.33	2706.00	102.00	9	39
3366.67	4400.00	2800.00	-21.00	32	39
4466.67	4666.67	2572.00	346.00	6	39
4766.67	5000.00	1583.00	505.00	8	39
5100.00	5266.67	2785.00	367.00	6	39
5300.00	5933.33	2672.00	441.00	20	39
6000.00	7166.67	2800.00	170.00	36	39
7200.00	8600.00	2881.00	25.00	41	39
8666.67	8800.00	2926.00	-29.00	5	39
8900.00	9100.00	1520.00	349.00	7	39
9200.00	9300.00	2831.00	38.00	4	39
9433.33	9766.67	2903.00	-6.00	11	39
9866.67	10033.33	2725.00	43.00	6	39
10066.67	10633.33	2657.00	100.00	18	39
10766.67	11533.33	2705.00	123.00	24	39
-66.67	300.00	1908.00	992.00	12	3
333.33	500.00	1755.00	1163.00	6	3
533.33	733.33	1724.00	1202.00	7	3
766.67	1300.00	1706.00	1237.00	17	3
1333.33	1633.33	1744.00	1297.00	10	3
1666.67	1966.67	1831.00	1296.00	10	3
2000.00	2100.00	1918.00	1370.00	4	3
2166.67	2400.00	1163.00	1429.00	7	3
2466.67	2600.00	355.00	923.00	5	3
2900.00	3066.67	2096.00	1223.00	6	3
3100.00	3700.00	2208.00	1146.00	19	3
3833.33	4000.00	2303.00	1386.00	6	3
4066.67	4166.67	1921.00	1549.00	4	3
4200.00	4333.33	1582.00	1792.00	5	3
4400.00	4566.67	1257.00	1549.00	6	3
4600.00	4900.00	1780.00	1374.00	9	3
4933.33	5933.33	2103.00	1452.00	31	3
5966.67	6566.67	1515.00	1260.00	18	3
6633.33	6800.00	1432.00	1240.00	6	3
6833.33	7200.00	1356.00	1172.00	12	3
7266.67	7833.33	2098.00	1281.00	18	3
7900.00	8166.67	1510.00	1538.00	9	3
8200.00	8300.00	1417.00	1485.00	4	3
8366.67	9133.33	2246.00	1234.00	24	3
9166.67	9333.33	2338.00	1290.00	6	3
9400.00	9633.33	1764.00	1145.00	8	3
9666.67	10166.67	2203.00	1276.00	16	3
10200.00	10633.33	2371.00	1538.00	14	3
10700.00	11066.67	2090.00	1336.00	12	3
11100.00	11400.00	2206.00	1479.00	10	3
11433.33	11700.00	2288.00	1588.00	9	3
11733.33	11833.33	2208.00	1564.00	4	3
-66.67	133.33	2894.00	1637.00	7	40
400.00	533.33	1696.00	933.00	5	40
600.00	866.67	2199.00	867.00	9	40
933.33	1133.33	2026.00	1089.00	7	40
1166.67	1333.33	1958.00	1202.00	6	40
1366.67	1566.67	2006.00	1106.00	7	40
1766.67	2000.00	1851.00	1152.00	8	40
2100.00	2600.00	1989.00	1148.00	16	40
3033.33	3133.33	1151.00	1202.00	4	40
3200.00	3400.00	2140.00	1094.00	7	40
3466.67	3633.33	2183.00	842.00	6	40
3666.67	3900.00	2303.00	670.00	8	40
3933.33	4133.33	2208.00	689.00	7	40
4300.00	4400.00	2053.00	1366.00	4	40
4466.67	4666.67	2059.00	1408.00	6	40
5000.00	5233.33	2059.00	1425.00	8	40
5566.67	6133.33	2201.00	1193.00	16	40
6233.33	6333.33	2538.00	1643.00	4	40
7033.33	7600.00	2351.00	1076.00	18	40
7666.67	8000.00	1777.00	1175.00	11	40
8200.00	8366.67	2173.00	1624.00	6	40
8400.00	8533.33	2164.00	1226.00	5	40
8566.67	8700.00	2170.00	1060.00	5	40
8766.67	9166.67	1376.00	1233.00	13	40
9266.67	10766.67	2315.00	880.00	45	40
10933.33	11533.33	2268.00	900.00	19	40
-66.67	400.00	1851.00	1070.00	15	4
466.67	866.67	2055.00	1102.00	12	4
900.00	1233.33	2023.00	1195.00	11	4
1300.00	1566.67	1967.00	1387.00	9	4
1600.00	1866.67	2041.00	1245.00	9	4
1966.67	2066.67	1247.00	1661.00	4	4
2100.00	2433.33	1227.00	1661.00	11	4
2833.33	3066.67	2160.00	1160.00	8	4
3100.00	3600.00	2317.00	1034.00	16	4
4800.00	5833.33	2231.00	1272.00	32	4
5866.67	6200.00	2326.00	1143.00	11	4
8166.67	8433.33	2375.00	965.00	9	4
9200.00	9500.00	1710.00	1211.00	10	4
9633.33	10800.00	2247.00	1014.00	36	4
10866.67	11766.67	2344.00	1204.00	28	4
433.33	600.00	2133.00	1089.00	6	6
666.67	900.00	2017.00	719.00	8	6
1000.00	1433.33	1938.00	765.00	14	6
1466.67	1933.33	2072.00	805.00	15	6
2033.33	2366.67	1044.00	1395.00	11	6
2433.33	2733.33	704.00	864.00	10	6
2833.33	2966.67	1978.00	873.00	5	6
3000.00	3166.67	2286.00	693.00	6	6
3200.00	3766.67	2397.00	547.00	18	6
3800.00	3966.67	2339.00	876.00	6	6
4066.67	4400.00	1077.00	1004.00	11	6
4500.00	4633.33	2198.00	1003.00	5	6
4933.33	6300.00	2294.00	922.00	42	6
6333.33	6500.00	2363.00	701.00	6	6
6600.00	6833.33	2350.00	494.00	8	6
6866.67	7933.33	2478.00	527.00	33	6
8066.67	8300.00	2438.00	468.00	8	6
8333.33	8833.33	2473.00	536.00	16	6
8900.00	9200.00	2290.00	637.00	10	6
9233.33	10866.67	2350.00	588.00	50	6
10933.33	11133.33	2071.00	1461.00	7	6
-66.67	333.33	2163.00	1545.00	13	7
400.00	600.00	1988.00	1245.00	6	7
633.33	1066.67	1959.00	1111.00	14	7
1100.00	1300.00	1911.00	1300.00	7	7
1366.67	1866.67	2029.00	1138.00	16	7
1966.67	2333.33	975.00	1467.00	12	7
2400.00	2533.33	499.00	1077.00	5	7
2766.67	2866.67	1850.00	1194.00	4	7
2933.33	3200.00	2228.00	1066.00	9	7
3233.33	3466.67	2249.00	1200.00	8	7
3500.00	3700.00	2278.00	1042.00	7	7
3766.67	3966.67	2434.00	1183.00	7	7
4000.00	4633.33	2335.00	1248.00	20	7
4666.67	4833.33	2266.00	1331.00	6	7
4866.67	5000.00	2275.00	1431.00	5	7
5066.67	5300.00	1818.00	1217.00	8	7
5366.67	5933.33	2217.00	1163.00	17	7
5966.67	6800.00	2323.00	1108.00	26	7
6833.33	7166.67	2427.00	1259.00	11	7
7266.67	7633.33	1577.00	1316.00	12	7
7666.67	7800.00	1615.00	1069.00	5	7
7866.67	8100.00	1205.00	1446.00	8	7
8200.00	8966.67	2251.00	1094.00	24	7
9066.67	9400.00	1628.00	1240.00	11	7
9466.67	10600.00	2316.00	1088.00	35	7
10633.33	10833.33	2273.00	1169.00	7	7
10866.67	11300.00	2276.00	1262.00	14	7
11366.67	11600.00	2035.00	1646.00	8	7
-66.67	100.00	2004.00	1325.00	6	8
133.33	333.33	2006.00	1461.00	7	8
366.67	500.00	1988.00	1343.00	5	8
533.33	1166.67	1857.00	1127.00	20	8
1200.00	1466.67	2002.00	1190.00	9	8
1500.00	1933.33	1919.00	1256.00	14	8
2000.00	2133.33	1322.00	1563.00	5	8
2166.67	2333.33	1169.00	1425.00	6	8
2533.33	2800.00	779.00	1050.00	9	8
2866.67	3200.00	2014.00	1172.00	10	8
3233.33	3766.67	2277.00	1076.00	17	8
3800.00	4033.33	2479.00	1181.00	8	8
4100.00	4333.33	1936.00	1444.00	8	8
4366.67	5966.67	2210.00	1218.00	49	8
6000.00	7000.00	2331.00	1077.00	31	8
7033.33	7366.67	2198.00	1188.00	11	8
7466.67	7800.00	2361.00	1100.00	11	8
7966.67	8466.67	2372.00	1139.00	16	8
8500.00	10266.67	2360.00	1054.00	54	8
10333.33	10933.33	2194.00	1078.00	19	8
-66.67	133.33	1998.00	5.00	7	9
266.67	733.33	1922.00	954.00	15	9
766.67	1100.00	1825.00	818.00	11	9
1166.67	1300.00	1710.00	1652.00	5	9
1500.00	2066.67	1962.00	944.00	18	9
2133.33	2266.67	1089.00	1147.00	5	9
2333.33	2566.67	520.00	794.00	8	9
2866.67	3033.33	2207.00	816.00	6	9
3066.67	3466.67	2305.00	965.00	13	9
3533.33	3800.00	1383.00	1178.00	9	9
3833.33	4466.67	2183.00	1007.00	20	9
4500.00	4766.67	2245.00	1100.00	9	9
4900.00	5233.33	2132.00	996.00	11	9
5266.67	5833.33	2298.00	1073.00	17	9
5933.33	6100.00	1341.00	1030.00	6	9
6133.33	6600.00	1666.00	953.00	14	9
6666.67	7166.67	2261.00	859.00	16	9
7266.67	7533.33	2340.00	871.00	9	9
7566.67	8200.00	2442.00	907.00	20	9
8266.67	8533.33	2271.00	837.00	9	9
8600.00	8733.33	1660.00	987.00	5	9
8766.67	8933.33	1999.00	908.00	6	9
9000.00	9366.67	2398.00	934.00	12	9
9500.00	10833.33	2312.00	949.00	41	9
10866.67	11833.33	2294.00	1073.00	30	9
